id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,regulatory_accuracy,practical_utility,completeness,clarity,risk_awareness,overall_score,strengths,weaknesses,total_tokens
Q101,baseline,KR_AI_BASIC_ACT,basic,lending,high,G4,4.0,4.5,4.0,4.5,4.5,4.3,"The response effectively outlines the criteria for high-impact AI and the obligations of the committee, providing practical guidance.","While the response covers key aspects, it could improve by explicitly referencing Article 33 and Article 34 for a more comprehensive regulatory framework.",1167
Q102,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a structured approach to evaluating the AI system and emphasizes the importance of human oversight.,It lacks specific references to the formal confirmation process outlined in Article 33 and does not fully address the implications of qualification under Article 34.,1225
Q103,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,4.0,4.5,4.0,4.5,4.5,4.3,The response effectively outlines the key components of a risk management plan as required by the AI Basic Act.,"It lacks specific mention of residual risk documentation and incident response procedures, which are critical elements of the risk management plan.",1224
Q104,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,5.0,4.5,4.0,4.5,4.5,4.5,The response accurately interprets the regulatory requirement and provides a structured approach for implementing human oversight.,"While the response covers many key aspects, it could further elaborate on specific mandatory review triggers and the independence of oversight functions.",1335
Q105,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately outlines the notification requirements and provides practical recommendations for compliance.,It could improve by explicitly mentioning the penalties for non-compliance and the specific formats for notifications as per the Presidential Decree.,1316
Q106,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the disclosure obligations under the AI Basic Act and emphasizes the importance of human oversight.,It lacks specific details on acceptable disclosure methods and does not fully address the artistic/creative exception relevant to financial advisory content.,1165
Q107,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately reflects the requirements of the AI Basic Act and provides actionable steps for compliance.,"While the response is comprehensive, it could further elaborate on the specific criteria and principles that must be communicated to the customer.",1295
Q108,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively identifies key components of a user protection plan and emphasizes the importance of human oversight.,"While the response is comprehensive, it lacks specific references to all required elements outlined in the ground truth, such as error correction and vulnerable customer protections.",1343
Q109,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively outlines the safety obligations and emphasizes the importance of human oversight in high-risk scenarios.,"While the response captures key obligations, it could improve by explicitly mentioning the requirement for compliance results submission to the Minister of Science and ICT.",1231
Q110,baseline,KR_AI_BASIC_ACT,basic,common,medium,G3,3.0,4.0,3.0,4.0,4.0,3.6,The response provides practical recommendations for managing documentation and emphasizes the importance of compliance.,"The documentation list lacks specific references to all required elements outlined in the ground truth, particularly regarding human oversight and retention periods.",1268
Q111,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the roles of the bank and fintech vendor under the AI Basic Act and outlines their respective obligations.,"The response lacks specific references to Article 34 and the shared responsibility gap, which are crucial for a comprehensive understanding of obligations.",1283
Q112,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the need for a domestic representative and outlines the implications of non-compliance.,The response lacks specific details on the size criteria for the vendor and does not mention the need for due diligence in verifying the vendor's compliance.,1080
Q113,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately identifies the regulatory framework and the potential impact of the AI system on individual rights.,"While the response is comprehensive, it could benefit from a more explicit discussion of the interpretive nuances regarding the classification of 'judgment or evaluation' under the AI Basic Act.",1266
Q114,baseline,KR_AI_BASIC_ACT,advanced,lending,medium,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately references Article 34(3) and provides practical recommendations for compliance.,It lacks a detailed analysis of the substantive equivalence requirement and does not fully address potential gaps in explainability and user protection.,1206
Q115,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately identifies the regulatory framework and the significant impact of the AI system on individuals' rights.,"While the response covers key aspects, it could benefit from a more explicit reference to the specific articles of the AI Basic Act and a clearer connection to the EU AI Act for enhanced completeness.",1291
Q116,baseline,KR_AI_BASIC_ACT,intermediate,insurance,high,G2,4.0,4.5,4.0,4.5,4.5,4.3,The response effectively outlines a structured approach for conducting impact assessments in compliance with the AI Basic Act.,It lacks specific mention of the 'best efforts' nature of the obligation and the need to document assessments as per Article 34(1)(5).,1342
Q117,baseline,KR_AI_BASIC_ACT,intermediate,fraud_detection,medium,G3,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and identifies the need for human oversight in high-risk scenarios.,It lacks a thorough analysis of whether the fraud detection AI qualifies as 고영향 AI and does not fully address the nuances of the transparency obligation.,1228
Q118,baseline,KR_AI_BASIC_ACT,basic,investment,low,G4,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines the role of the NASC in shaping financial AI governance and emphasizes compliance and risk management.,"While it covers many aspects, it lacks specific references to the dynamic obligations created by the NASC's decisions as outlined in Article 34(1)(6).",1285
Q119,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,4.5,4.0,4.0,4.5,4.0,4.2,The response accurately reflects the provisions of Article 30 and provides practical recommendations for financial institutions.,"While it covers key incentives, it could further elaborate on the specific benefits of certification and the implications of not pursuing it.",1166
Q120,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,4.0,4.5,3.5,4.0,4.0,4.0,The response effectively outlines actionable recommendations for leveraging the AI Safety Institute's work.,"It lacks specific references to all key responsibilities of the Institute as outlined in Article 12, which could enhance completeness.",1239
Q121,baseline,KR_AI_BASIC_ACT,basic,lending,high,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively outlines the requirement for meaningful explanations and provides relevant examples for financial AI decisions.,"While the response is comprehensive, it could further elaborate on the specific obligations for high-risk AI systems as per Article 34(1)(2).",1285
Q122,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,"The response effectively outlines the complementary roles of the Ethics Committee and the AI Review Committee, providing a clear understanding of their functions.","While the response is comprehensive, it could benefit from more specific references to the composition requirements and ministerial support outlined in the AI Basic Act.",1288
Q123,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a clear overview of enforcement powers and emphasizes the importance of compliance mechanisms.,It lacks specific citations from the AI Basic Act and does not detail the exact penalties or investigative powers as outlined in the ground truth.,1243
Q124,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines key components of an integrated AI risk management system while referencing relevant regulatory articles.,"It lacks specific details on lifecycle coverage and incident response procedures, which are critical for full compliance.",1427
Q125,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and actionable steps for addressing the incident.,It lacks specific references to the relevant articles of the AI Basic Act that directly address incident response obligations.,1297
Q126,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,3.0,4.0,3.0,4.0,4.0,3.6,The response provides actionable steps for incorporating AI ethics principles into governance frameworks.,It lacks specific references to the three key ethics principles outlined in Article 27 and does not fully align with the ground truth.,1332
Q127,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively aligns financial institutions' governance strategies with the AI Basic Plan and emphasizes the importance of compliance and risk management.,"While the response covers many key aspects, it could benefit from more explicit references to specific sections of the AI Basic Act and a deeper exploration of societal adaptation and access for vulnerable populations.",1239
